"stop_id","stop_lat","stop_long","stop_name","stop_suburb","stop_type"
"B-2524 ","-37.8448935600","145.2866323000","Bellevue Ct/Dorset Rd                                                 ","Boronia                                           ","B   "
"B-2525 ","-37.8427513800","145.2868182000","Robertson Cres/Dorset Rd                                              ","Boronia                                           ","B   "
"B-2526 ","-37.8402093200","145.2867748000","Hilda Ave/Dorset Rd                                                   ","Boronia                                           ","B   "
"B-2527 ","-37.8220152200","145.1981130000","Clive St/Garden Ave                                                   ","Mitcham                                           ","B   "
"B-2528 ","-37.8232349400","145.1965495000","Sunshine Ave/Creek Rd                                                 ","Mitcham                                           ","B   "
"B-2529 ","-37.9067299900","145.0183193000","Davey Ave/Hawthorn Rd                                                 ","Brighton East                                     ","B   "
"B-253  ","-37.8310369800","145.2924978000","Aylesbury Ave/Blandford Cres                                          ","Bayswater North                                   ","B   "
"B-2530 ","-37.9098137600","145.0216374000","Caramar Ave/Union St                                                  ","Brighton East                                     ","B   "
"B-2531 ","-37.9102713300","145.0236612000","Thomas St/Union St                                                    ","Brighton East                                     ","B   "
"B-2532 ","-37.9093955700","145.0251746000","Thomas St/McKinnon Rd                                                 ","Mckinnon                                          ","B   "
"B-2533 ","-37.9098245600","145.0287233000","Capitol Ave/McKinnon Rd                                               ","Mckinnon                                          ","B   "
"B-2534 ","-37.9100495800","145.0303211000","Lysbeth St/McKinnon Rd                                                ","Mckinnon                                          ","B   "
"B-2535 ","-37.9102029600","145.0314089000","Anne St/McKinnon Rd                                                   ","Mckinnon                                          ","B   "
"B-2536 ","-37.9104422700","145.0333248000","Wheatley Rd/McKinnon Rd                                               ","Mckinnon                                          ","B   "
"B-2537 ","-37.9116831000","145.0434265000","Jasper Rd/McKinnon Rd                                                 ","Mckinnon                                          ","B   "
"B-2538 ","-37.9119792800","145.0455230000","Wembley Gr/McKinnon Rd                                                ","Mckinnon                                          ","B   "
"B-2539 ","-37.9124281300","145.0492193000","McKinnon Secondary College/McKinnon Rd                                ","Mckinnon                                          ","B   "
"B-254  ","-37.8301583700","145.2928135000","Sherbourne Ave/Blandford Cres                                         ","Bayswater North                                   ","B   "
"B-2540 ","-37.9127219900","145.0517253000","McKinnon Reserve/McKinnon Rd                                          ","Mckinnon                                          ","B   "
"B-2541 ","-37.9114620500","145.0523728000","Lord St/Tucker Rd                                                     ","Mckinnon                                          ","B   "
"B-2542 ","-37.9100153700","145.0526271000","Blackshaw St/Tucker Rd                                                ","Ormond                                            ","B   "
"B-2543 ","-37.9077060000","145.0530292000","McKinnon PS/Tucker Rd                                                 ","Ormond                                            ","B   "
"B-2544 ","-37.9053686900","145.0539211000","North Rd/Koornang Rd                                                  ","Ormond                                            ","B   "
"B-2545 ","-37.9034464700","145.0543015000","Florence St/Koornang Rd                                               ","Ormond                                            ","B   "
"B-2546 ","-37.8004140900","144.9930773000","Johnston St/Hoddle St                                                 ","Abbotsford                                        ","B   "
"B-2547 ","-37.9012994200","145.0547106000","Leila St/Koornang Rd                                                  ","Carnegie                                          ","B   "
"B-2548 ","-37.8997275600","145.0550250000","Oakleigh Rd/Koornang Rd                                               ","Carnegie                                          ","B   "
"B-2549 ","-37.8978590000","145.0553812000","Miller St/Koornang Rd                                                 ","Carnegie                                          ","B   "
"B-255  ","-37.8281633200","145.2938252000","Stuart St/Blandford Cres                                              ","Bayswater North                                   ","B   "
"B-2550 ","-37.8962863800","145.0556501000","Moonya Rd/Koornang Rd                                                 ","Carnegie                                          ","B   "
"B-2551 ","-37.8946424500","145.0559662000","Munro Ave/Koornang Rd                                                 ","Carnegie                                          ","B   "
"B-2552 ","-37.8919656200","145.0564915000","Centre Rd/Koornang Rd                                                 ","Carnegie                                          ","B   "
"B-2553 ","-37.8991233100","145.0841095000","Carlisle Cres/Richardson St                                           ","Hughesdale                                        ","B   "
"B-2554 ","-37.9004967000","145.0821178000","Canterbury St/Kangaroo Rd                                             ","Hughesdale                                        ","B   "
"B-2555 ","-37.8999405000","145.0800623000","Darling St/Kangaroo Rd                                                ","Hughesdale                                        ","B   "
"B-2556 ","-37.8227785700","145.1786100000","25 Mount Pleasant Rd                                                  ","Nunawading                                        ","B   "
"B-2557 ","-37.8045605900","145.1334200000","Alan St/Dorking Rd                                                    ","Box Hill North                                    ","B   "
"B-2558 ","-37.8242900900","145.1784479000","East India Ave/Mount Pleasant Rd                                      ","Nunawading                                        ","B   "
"B-2559 ","-37.8255255400","145.1779176000","Mount Pleasant Rd/Heather Gr                                          ","Nunawading                                        ","B   "
"B-256  ","-37.8275296300","145.2948738000","Bayswater North PS/Stuart St                                          ","Bayswater North                                   ","B   "
"B-2560 ","-37.8273366600","145.1744077000","Haros Ave/Springvale Rd                                               ","Nunawading                                        ","B   "
"B-2561 ","-37.8298972400","145.1739015000","Holberry St/Springvale Rd                                             ","Nunawading                                        ","B   "
"B-2562 ","-37.8328889900","145.1733050000","Caves Gr/Springvale Rd                                                ","Forest Hill                                       ","B   "
"B-2563 ","-37.8345494600","145.1699688000","Thornhill Dr/Canterbury Rd                                            ","Forest Hill                                       ","B   "
"B-2564 ","-37.8355827400","145.1726704000","Canterbury Rd/Springvale Rd                                           ","Forest Hill                                       ","B   "
"B-2565 ","-37.8388530400","145.1720215000","Husband Rd/Springvale Rd                                              ","Forest Hill                                       ","B   "
"B-2566 ","-37.8986933300","145.0765351000","Poath Rd/Kangaroo Rd                                                  ","Hughesdale                                        ","B   "
"B-2567 ","-37.8029974400","145.1337319000","Woodhouse Gr/Dorking Rd                                               ","Box Hill North                                    ","B   "
"B-2568 ","-37.8980770700","145.0724684000","Murrumbeena Park/Kangaroo Rd                                          ","Murrumbeena                                       ","B   "
"B-2569 ","-37.8976413300","145.0689771000","Thaxted Rd/Kangaroo Rd                                                ","Murrumbeena                                       ","B   "
"B-257  ","-37.8287875600","145.2964810000","Burdekin Ave/Colbury Rd                                               ","Bayswater North                                   ","B   "
"B-2570 ","-37.8974329900","145.0672653000","Second Ave/Kangaroo Rd                                                ","Murrumbeena                                       ","B   "
"B-2571 ","-37.8972126200","145.0653718000","Murrumbeena Rd/Kangaroo Rd                                            ","Murrumbeena                                       ","B   "
"B-2572 ","-37.8962022800","145.0647614000","Murrumbeena Rd/Coorigil Rd                                            ","Murrumbeena                                       ","B   "
"B-2573 ","-37.8958680000","145.0619726000","Carool Rd/Coorigil Rd                                                 ","Carnegie                                          ","B   "
"B-2574 ","-37.8955642500","145.0593991000","Warina Rd/Coorigil Rd                                                 ","Carnegie                                          ","B   "
"B-2575 ","-37.8951791700","145.0562705000","Koornang Rd/Coorigil Rd                                               ","Carnegie                                          ","B   "
"B-2576 ","-37.8240747600","145.1984265000","Norman St/Simpson St                                                  ","Mitcham                                           ","B   "
"B-2577 ","-37.8256691800","145.1995579000","Cecil Ct/Ferris Ave                                                   ","Mitcham                                           ","B   "
"B-2578 ","-37.8022578400","145.1342617000","Dorking Rd/Roselea St                                                 ","Box Hill North                                    ","B   "
"B-2579 ","-37.8255715100","145.2008328000","Ferris Ave/Glenburnie Rd                                              ","Mitcham                                           ","B   "
"B-258  ","-37.8277349900","145.2972324000","Grant Dr/Burdekin Ave                                                 ","Bayswater North                                   ","B   "
"B-2580 ","-37.8274435800","145.2006737000","Orient Ave/Glenburnie Rd                                              ","Mitcham                                           ","B   "
"B-2581 ","-37.8286679000","145.2005872000","Langford Ave/Glenburnie Rd                                            ","Mitcham                                           ","B   "
"B-2582 ","-37.9006557400","145.0874589000","Oakleigh Station/Johnson St                                           ","Oakleigh                                          ","B   "
"B-2583 ","-37.9017346000","145.0543239000","Koornang Rd/Leila Rd                                                  ","Ormond                                            ","B   "
"B-2584 ","-37.9013694700","145.0513196000","Wild Cherry Rd/Leila Rd                                               ","Ormond                                            ","B   "
"B-2585 ","-37.9011216400","145.0494155000","Melton Ave/Leila Rd                                                   ","Ormond                                            ","B   "
"B-2586 ","-37.9008044500","145.0465920000","Plunkett Ave/Leila Rd                                                 ","Ormond                                            ","B   "
"B-2587 ","-37.9028180800","145.0349267000","North Rd/Booran Rd                                                    ","Ormond                                            ","B   "
"B-2588 ","-37.8028306200","145.1379954000","Second Ave/Heathfield Rise                                            ","Box Hill North                                    ","B   "
"B-2589 ","-37.9005452000","145.0353511000","Feodore St/Booran Rd                                                  ","Ormond                                            ","B   "
"B-259  ","-37.8256322700","145.2976556000","Leighton Rd/Burdekin Ave                                              ","Bayswater North                                   ","B   "
"B-2590 ","-37.8986632300","145.0349008000","Booran Rd/Eumeralla Rd                                                ","Caulfield South                                   ","B   "
"B-2591 ","-37.8978823800","145.0313165000","Eumeralla Rd/Narrawong Rd                                             ","Caulfield South                                   ","B   "
"B-2592 ","-37.8967416300","145.0315402000","Marara Rd/Narrawong Rd                                                ","Caulfield South                                   ","B   "
"B-2593 ","-37.8963980100","145.0298549000","Curraweena Rd/Marara Rd                                               ","Caulfield South                                   ","B   "
"B-2594 ","-37.8961483100","145.0278600000","Bambra Rd/Marara Rd                                                   ","Caulfield South                                   ","B   "
"B-2595 ","-37.8958488700","145.0266626000","Bambra Rd/Dover St                                                    ","Caulfield South                                   ","B   "
"B-2596 ","-37.8955690500","145.0244866000","Princes Park/Dover St                                                 ","Caulfield South                                   ","B   "
"B-2597 ","-37.8953079300","145.0228901000","Nelson St/Dover St                                                    ","Caulfield South                                   ","B   "
"B-2598 ","-37.8949998600","145.0206467000","Hawthorn Rd/Dover St                                                  ","Caulfield South                                   ","B   "
"B-2599 ","-37.8033104500","145.1421291000","Middleborough Rd/Katrina St                                           ","Blackburn North                                   ","B   "
"B-26   ","-37.7355002500","144.9376746000","Eastgate St/Cumberland Rd                                             ","Pascoe Vale South                                 ","B   "
"B-260  ","-37.8246652400","145.3005864000","Anderson Cl/Burdekin Ave                                              ","Bayswater North                                   ","B   "
"B-2600 ","-37.8945694200","145.0202375000","Hawthorn Rd/Aileen Ave                                                ","Caulfield South                                   ","B   "
"B-2601 ","-37.8940334500","145.0162376000","Mercury St/Aileen Ave                                                 ","Caulfield South                                   ","B   "
"B-2602 ","-37.8292895400","145.2023446000","Scott St/Langford Ave                                                 ","Mitcham                                           ","B   "
"B-2603 ","-37.9005783300","145.0449148000","Grange Rd/Leila Rd                                                    ","Ormond                                            ","B   "
"B-2604 ","-37.8296282400","145.2032794000","Scott St/Churinga Ave                                                 ","Mitcham                                           ","B   "
"B-2605 ","-37.8297758400","145.2052756000","Rangeview Primary School/21 Churinga Ave                              ","Mitcham                                           ","B   "
"B-2606 ","-37.8297726600","145.2080253000","Purches St/Churinga Ave                                               ","Mitcham                                           ","B   "
"B-2607 ","-37.8307837000","145.2087281000","Denis St/Purches St                                                   ","Vermont                                           ","B   "
"B-2608 ","-37.8325769500","145.2087188000","Canterbury Rd/Purches St                                              ","Vermont                                           ","B   "
"B-2609 ","-37.8035944900","145.1447116000","Caroline Cres/Katrina St                                              ","Blackburn North                                   ","B   "
"B-261  ","-37.8264770700","145.3031127000","Colchester Rd/Burdekin Ave                                            ","Bayswater North                                   ","B   "
"B-2610 ","-38.1030102500","145.2618483000","Raisell Rd/Duff St                                                    ","Cranbourne West                                   ","B   "
"B-2611 ","-37.9196102700","145.0416125000","Bentleigh Library/Jasper Rd                                           ","Bentleigh                                         ","B   "
"B-2612 ","-37.9214251000","145.0412799000","Bentleigh Reserve/Jasper Rd                                           ","Bentleigh                                         ","B   "
"B-2613 ","-37.9245689100","145.0406618000","London St/Jasper Rd                                                   ","Bentleigh                                         ","B   "
"B-2614 ","-37.7148012400","145.1483240000","Eltham Village Shopping Centre/Main Rd                                ","Eltham                                            ","B   "
"B-2615 ","-37.7963301700","145.0634980000","Kew High School/Burke Rd                                              ","Kew East                                          ","B   "
"B-2616 ","-37.8038784700","145.1472942000","Morrie Cres/Katrina St                                                ","Blackburn North                                   ","B   "
"B-2617 ","-37.9264478700","145.0425574000","Wilma St/Patterson Rd                                                 ","Bentleigh                                         ","B   "
"B-2618 ","-37.9267811200","145.0452563000","Hobart St/Patterson Rd                                                ","Bentleigh                                         ","B   "
"B-2619 ","-37.9270397400","145.0472631000","Montreal St/Patterson Rd                                              ","Bentleigh                                         ","B   "
"B-262  ","-37.8237926400","145.3038217000","Canterbury Rd/Colchester Rd                                           ","Bayswater North                                   ","B   "
"B-2620 ","-37.9272885700","145.0492248000","Tucker Rd/Patterson Rd                                                ","Bentleigh                                         ","B   "
"B-2621 ","-37.9286760000","145.0497456000","Tucker Rd/Mawby Rd                                                    ","Bentleigh                                         ","B   "
"B-2622 ","-37.9288844300","145.0514467000","Tucker Rd/Mawby Rd                                                    ","Bentleigh                                         ","B   "
"B-2623 ","-37.9293625800","145.0552910000","Rowan Ave/Mawby Rd                                                    ","Bentleigh East                                    ","B   "
"B-2624 ","-37.9295799300","145.0569918000","East Boundary Rd/Mawby Rd                                             ","Bentleigh East                                    ","B   "
"B-2625 ","-37.9305210700","145.0577749000","East Boundary Rd/Bellevue Rd                                          ","Bentleigh East                                    ","B   "
"B-2626 ","-37.8042861900","145.1508732000","Lantana St/Katrina St                                                 ","Blackburn North                                   ","B   "
"B-2627 ","-37.9307680400","145.0596343000","Celia St/Bellevue Rd                                                  ","Bentleigh East                                    ","B   "
"B-2628 ","-37.9310037200","145.0613575000","Brad St/Bellevue Rd                                                   ","Bentleigh East                                    ","B   "
"B-2629 ","-37.9314527600","145.0629044000","Chesterville Rd/Bellevue Rd                                           ","Bentleigh East                                    ","B   "
"B-263  ","-37.6431006700","145.0483079000","Glendale Ave/Derby Dr                                                 ","Epping                                            ","B   "
"B-2630 ","-37.9317821900","145.0653989000","Brady Rd/Bellevue Rd                                                  ","Bentleigh East                                    ","B   "
"B-2631 ","-37.9307764500","145.0661648000","Normdale Rd/Brady Rd                                                  ","Bentleigh East                                    ","B   "
"B-2632 ","-37.7015432400","144.9966997000","Hurley St/McFadzean Ave                                               ","Reservoir                                         ","B   "
"B-2633 ","-37.8951012500","145.2499756000","Kathryn Rd/Ferntree Gully Rd                                          ","Knoxfield                                         ","B   "
"B-2634 ","-37.8974904100","145.2451994000","Harley St/Ferntree Gully Rd                                           ","Knoxfield                                         ","B   "
"B-2635 ","-37.8979776500","145.2410140000","O'Connor Rd/Ferntree Gully Rd                                         ","Knoxfield                                         ","B   "
"B-2636 ","-37.8047436200","145.1530312000","Katrina St/Koonung Rd                                                 ","Blackburn North                                   ","B   "
"B-2637 ","-37.8992766400","145.2320780000","Stud Rd/Ferntree Gully Rd                                             ","Scoresby                                          ","B   "
"B-2638 ","-37.8992557800","145.2270971000","Koornang Rd/Ferntree Gully Rd                                         ","Scoresby                                          ","B   "
"B-2639 ","-37.8992899600","145.2245829000","Caribbean Gardens/Ferntree Gully Rd                                   ","Scoresby                                          ","B   "
"B-264  ","-37.8169654900","145.3166676000","Garden St/Liverpool Rd                                                ","Kilsyth                                           ","B   "
"B-2640 ","-37.9011431700","145.2189996000","Caribbean Dr/Ferntree Gully Rd                                        ","Scoresby                                          ","B   "
"B-2641 ","-37.9058904100","145.2105480000","Chesterfield Farm/Ferntree Gully Rd                                   ","Scoresby                                          ","B   "
"B-2642 ","-37.9083588900","145.2022190000","Elmstead Dr/Ferntree Gully Rd                                         ","Wheelers Hill                                     ","B   "
"B-2643 ","-37.9076157200","145.1954695000","Palmerston Cres/Ferntree Gully Rd                                     ","Wheelers Hill                                     ","B   "
"B-2644 ","-37.9068245800","145.1879705000","Jells Rd/Ferntree Gully Rd                                            ","Wheelers Hill                                     ","B   "
"B-2645 ","-37.9062259400","145.1836290000","Sheringham Dr/Ferntree Gully Rd                                       ","Wheelers Hill                                     ","B   "
"B-2646 ","-37.8078080400","145.1524778000","Merle St/Koonung Rd                                                   ","Blackburn North                                   ","B   "
"B-2647 ","-37.9056792500","145.1791611000","Lum Rd/Ferntree Gully Rd                                              ","Wheelers Hill                                     ","B   "
"B-2648 ","-37.9052579300","145.1763963000","Ainslie Dr/Ferntree Gully Rd                                          ","Wheelers Hill                                     ","B   "
"B-2649 ","-37.9049073800","145.1735501000","View Mount Rd/Ferntree Gully Rd                                       ","Wheelers Hill                                     ","B   "
"B-265  ","-37.8157918500","145.3165239000","Lade Ave/Liverpool Rd                                                 ","Kilsyth                                           ","B   "
"B-2650 ","-37.9035227100","145.1604479000","Springvale Rd/Ferntree Gully Rd                                       ","Mulgrave                                          ","B   "
"B-2651 ","-37.9030570200","145.1566039000","Woodlea Dr/Ferntree Gully Rd                                          ","Mulgrave                                          ","B   "
"B-2652 ","-37.9022563100","145.1497999000","Westerfield Dr/Ferntree Gully Rd                                      ","Notting Hill                                      ","B   "
"B-2653 ","-37.9014119300","145.1436795000","Blackburn Rd/Ferntree Gully Rd                                        ","Notting Hill                                      ","B   "
"B-2654 ","-37.9012041300","145.1419333000","Blackburn [After] Rd/Ferntree Gully Rd                                ","Notting Hill                                      ","B   "
"B-2655 ","-37.8105242300","145.1527054000","North Blackburn Square SC/Springfield Rd                              ","Blackburn North                                   ","B   "
"B-2656 ","-37.9008678900","145.1389051000","Howleys Rd/Ferntree Gully Rd                                          ","Notting Hill                                      ","B   "
"B-2657 ","-37.9005517600","145.1360129000","Ferntree Pl/Ferntree Gully Rd                                         ","Notting Hill                                      ","B   "
"B-2658 ","-37.9002227500","145.1328823000","282 Ferntree Gully Rd                                                 ","Notting Hill                                      ","B   "
"B-2659 ","-37.8997411900","145.1286637000","Gardiner Rd/Ferntree Gully Rd                                         ","Notting Hill                                      ","B   "
"B-266  ","-37.8124330900","145.3160890000","Kilsyth Sports Centre/Liverpool Rd                                    ","Kilsyth                                           ","B   "
"B-2660 ","-37.8991794400","145.1239469000","Clayton Rd/Ferntree Gully Rd                                          ","Clayton                                           ","B   "
"B-2661 ","-37.8988172400","145.1215792000","Patrick St/Ferntree Gully Rd                                          ","Oakleigh East                                     ","B   "
"B-2662 ","-37.8984685700","145.1183696000","Highland Ave/Ferntree Gully Rd                                        ","Oakleigh East                                     ","B   "
"B-2663 ","-37.8980171600","145.1143779000","Macrina St/Ferntree Gully Rd                                          ","Oakleigh East                                     ","B   "
"B-2664 ","-37.8974717000","145.1101499000","Dublin St/Ferntree Gully Rd                                           ","Oakleigh East                                     ","B   "
"B-2665 ","-37.8971398200","145.1068831000","Huntingdale Rd/Ferntree Gully Rd                                      ","Oakleigh East                                     ","B   "
"B-2666 ","-37.8108826600","145.1560248000","Surrey Rd/Springfield Rd                                              ","Blackburn North                                   ","B   "
"B-2667 ","-37.8970112400","145.1056127000","Holy Redeemer Catholic PS/Ferntree Gully Rd                           ","Oakleigh East                                     ","B   "
"B-2668 ","-37.8966487000","145.1026879000","Cheel St/Ferntree Gully Rd                                            ","Oakleigh East                                     ","B   "
"B-2669 ","-37.8963017200","145.0996149000","Princes Hwy/Ferntree Gully Rd                                         ","Oakleigh East                                     ","B   "
"B-267  ","-37.8112501100","145.3159227000","Orchard St/Liverpool Rd                                               ","Kilsyth                                           ","B   "
"B-2670 ","-37.8952329100","145.0959351000","Clyde St/Princes Hwy                                                  ","Oakleigh                                          ","B   "
"B-2671 ","-37.8951074700","145.0931976000","Logie St/Atkinson St                                                  ","Oakleigh                                          ","B   "
"B-2672 ","-37.9196080000","145.0414760000","Bentleigh Library/Jasper Rd                                           ","Bentleigh                                         ","B   "
"B-2673 ","-37.9216288700","145.0410698000","Bentleigh Reserve/Jasper Rd                                           ","Bentleigh                                         ","B   "
"B-2674 ","-37.9243515900","145.0405993000","London St/Jasper Rd                                                   ","Bentleigh                                         ","B   "
"B-2675 ","-37.9265704600","145.0428841000","Roma St/Patterson Rd                                                  ","Bentleigh                                         ","B   "
"B-2676 ","-38.3479050100","144.9298818000","Beverley Rd/Point Nepean Rd                                           ","Mccrae                                            ","B   "
"B-2677 ","-38.3503157700","144.9245495000","The Avenue/Point Nepean Rd                                            ","Mccrae                                            ","B   "
"B-2678 ","-38.3521464800","144.9185354000","Siesta Caravan Park/Point Nepean Rd                                   ","Rosebud                                           ","B   "
"B-2679 ","-38.3534314700","144.9137725000","Adams Ave/Point Nepean Rd                                             ","Rosebud                                           ","B   "
"B-268  ","-37.8098504200","145.3157274000","Luscombe Ct/Liverpool Rd                                              ","Kilsyth                                           ","B   "
"B-2680 ","-38.3551359800","144.9067774000","Rosebud Village SC/Point Nepean Rd                                    ","Rosebud                                           ","B   "
"B-2681 ","-38.3560714800","144.9031571000","Eighth Ave/Point Nepean Rd                                            ","Rosebud                                           ","B   "
"B-2682 ","-38.3570959300","144.9004840000","Sixth Ave/Point Nepean Rd                                             ","Rosebud                                           ","B   "
"B-2683 ","-38.3575922500","144.8985128000","Third Ave/Point Nepean Rd                                             ","Rosebud                                           ","B   "
"B-2684 ","-38.3583128400","144.8959857000","First Ave/Point Nepean Rd                                             ","Rosebud                                           ","B   "
"B-2685 ","-38.3596857200","144.8911508000","Rosebud Plaza/Point Nepean Rd                                         ","Rosebud                                           ","B   "
"B-2686 ","-38.3614697700","144.8846444000","Rosebud Hospital/Point Nepean Rd                                      ","Capel Sound                                       ","B   "
"B-2687 ","-38.3624812800","144.8807810000","Percival St/Point Nepean Rd                                           ","Capel Sound                                       ","B   "
"B-2688 ","-38.3631558300","144.8782206000","Chatfield Ave/Point Nepean Rd                                         ","Capel Sound                                       ","B   "
"B-2689 ","-38.3649523800","144.8714499000","Elizabeth Ave/Point Nepean Rd                                         ","Capel Sound                                       ","B   "
"B-269  ","-37.8064010800","145.3152605000","Pleasant St/Liverpool Rd                                              ","Kilsyth                                           ","B   "
"B-2690 ","-38.3655081800","144.8688127000","Rose St/Point Nepean Rd                                               ","Capel Sound                                       ","B   "
"B-2691 ","-38.3662995800","144.8657565000","Violet St/Point Nepean Rd                                             ","Capel Sound                                       ","B   "
"B-2692 ","-38.3672057300","144.8620788000","Truemans Rd/Point Nepean Rd                                           ","Capel Sound                                       ","B   "
"B-2693 ","-37.8074364800","145.1644478000","Junction Rd/Marchiori Rd                                              ","Blackburn North                                   ","B   "
"B-2694 ","-38.3677300900","144.8597056000","Tootgarook Boat Ramp/Point Nepean Rd                                  ","Tootgarook                                        ","B   "
"B-2695 ","-38.3685321600","144.8557676000","Carmichael St/Point Nepean Rd                                         ","Tootgarook                                        ","B   "
"B-2696 ","-38.3691814300","144.8533334000","Keith St/Point Nepean Rd                                              ","Tootgarook                                        ","B   "
"B-2697 ","-38.3694377500","144.8510939000","Kevin St/Point Nepean Rd                                              ","Tootgarook                                        ","B   "
"B-2698 ","-38.3699504900","144.8471185000","Romney Ave/Point Nepean Rd                                            ","Tootgarook                                        ","B   "
"B-2699 ","-38.3705623200","144.8426594000","Laura St/Point Nepean Rd                                              ","Tootgarook                                        ","B   "
"B-27   ","-37.7376114400","144.9372983000","Bell St/Cumberland Rd                                                 ","Pascoe Vale South                                 ","B   "
"B-270  ","-37.8031106500","145.3145629000","Mt. Dandenong Rd/Liverpool Rd                                         ","Kilsyth                                           ","B   "
"B-2700 ","-38.3709387000","144.8376578000","Shirlow Ave/Point Nepean Rd                                           ","Rye                                               ","B   "
"B-2701 ","-38.3710917200","144.8332580000","Rye Foreshore Reserve/Point Nepean Rd                                 ","Rye                                               ","B   "
"B-2702 ","-38.3711340600","144.8301893000","Hygeia St/Point Nepean Rd                                             ","Rye                                               ","B   "
"B-2703 ","-38.3711024700","144.8275119000","Weir St/Point Nepean Rd                                               ","Rye                                               ","B   "
"B-2704 ","-37.8102402400","145.1639354000","Essex St/Marchiori Rd                                                 ","Blackburn North                                   ","B   "
"B-2705 ","-38.3706515500","144.8240916000","Lyons Ave/Point Nepean Rd                                             ","Rye                                               ","B   "
"B-2706 ","-38.3704351700","144.8216601000","Rye Shopping Centre/Point Nepean Rd                                   ","Rye                                               ","B   "
"B-2707 ","-38.3699859400","144.8188236000","Dundas St/Point Nepean Rd                                             ","Rye                                               ","B   "
"B-2708 ","-38.3693013000","144.8149641000","Elgan Ave/Point Nepean Rd                                             ","Rye                                               ","B   "
"B-2709 ","-38.3673385300","144.8082934000","Tyrone Foreshore/Point Nepean Rd                                      ","Rye                                               ","B   "
"B-271  ","-37.6426542000","145.0442055000","Winchester Ave/Derby Dr                                               ","Epping                                            ","B   "
"B-2710 ","-38.3668345100","144.8054358000","Johns Dr/Point Nepean Rd                                              ","Rye                                               ","B   "
"B-2711 ","-38.3661059200","144.8021388000","Centre Dr/Point Nepean Rd                                             ","Rye                                               ","B   "
"B-2712 ","-38.3656043500","144.7998993000","Flinders St/Point Nepean Rd                                           ","Rye                                               ","B   "
"B-2713 ","-38.3645511000","144.7951587000","Tyrone Ave/Point Nepean Rd                                            ","Rye                                               ","B   "
"B-2714 ","-38.3636548600","144.7906309000","Murray St/Point Nepean Rd                                             ","Rye                                               ","B   "
"B-2715 ","-37.7973175100","145.0632564000","Maylands Ave/Burke Rd                                                 ","Balwyn North                                      ","B   "
"B-2716 ","-38.3630883000","144.7883020000","Canterbury Jetty Rd/Point Nepean Rd                                   ","Blairgowrie                                       ","B   "
"B-2717 ","-38.3623464900","144.7857610000","Adelaide St/Point Nepean Rd                                           ","Blairgowrie                                       ","B   "
"B-2718 ","-38.3616865400","144.7832634000","Revell St/Point Nepean Rd                                             ","Blairgowrie                                       ","B   "
"B-2719 ","-38.3610448900","144.7803075000","Blairgowrie Shops/Point Nepean Rd                                     ","Blairgowrie                                       ","B   "
"B-272  ","-37.8065007900","145.3509592000","Belvedere Dr/Swansea Rd                                               ","Montrose                                          ","B   "
"B-2720 ","-38.3604214000","144.7764126000","Moodys Motel/Point Nepean Rd                                          ","Blairgowrie                                       ","B   "
"B-2721 ","-38.3588385900","144.7713571000","Blairgowrie Yacht Squadron/Point Nepean Rd                            ","Blairgowrie                                       ","B   "
"B-2722 ","-38.3570828800","144.7666962000","Stringer Rd/Point Nepean Rd                                           ","Blairgowrie                                       ","B   "
"B-2723 ","-38.3531500600","144.7622285000","Hughes Rd/Point Nepean Rd                                             ","Sorrento                                          ","B   "
"B-2724 ","-38.3499760400","144.7616396000","Collins Settlement/Point Nepean Rd                                    ","Sorrento                                          ","B   "
"B-2725 ","-38.3479662600","144.7597335000","Lister Ave/Point Nepean Rd                                            ","Sorrento                                          ","B   "
"B-2726 ","-37.9851379300","145.2174601000","Stuart St/Clow St                                                     ","Dandenong                                         ","B   "
"B-2727 ","-38.3466846900","144.7563290000","Calcutta St/Point Nepean Rd                                           ","Sorrento                                          ","B   "
"B-2728 ","-38.3446189000","144.7524454000","Erlandsen Ave/Point Nepean Rd                                         ","Sorrento                                          ","B   "
"B-2729 ","-38.3433177900","144.7494422000","Salonika St/Point Nepean Rd                                           ","Sorrento                                          ","B   "
"B-273  ","-37.8035463500","145.3465724000","Greenhills Ave/Cambridge Rd                                           ","Montrose                                          ","B   "
"B-2730 ","-38.3430089700","144.7483763000","Point Nepean Rd/St Pauls Rd                                           ","Sorrento                                          ","B   "
"B-2731 ","-38.3449097400","144.7460062000","Hill St/St Pauls Rd                                                   ","Sorrento                                          ","B   "
"B-2732 ","-38.3459334500","144.7444184000","Webster St/St Pauls Rd                                                ","Sorrento                                          ","B   "
"B-2733 ","-38.3474423300","144.7427582000","Russell Cres/St Pauls Rd                                              ","Sorrento                                          ","B   "
"B-2734 ","-38.3456500500","144.7395301000","Bowen Rd/Melbourne Rd                                                 ","Sorrento                                          ","B   "
"B-2735 ","-38.3429867100","144.7401964000","Darling Rd/Coppin Rd                                                  ","Sorrento                                          ","B   "
"B-2736 ","-37.9856353100","145.2217407000","Clement St/Clow St                                                    ","Dandenong                                         ","B   "
"B-2737 ","-38.3399020000","144.7395715000","Ocean Beach Rd/Kerferd Ave                                            ","Sorrento                                          ","B   "
"B-2738 ","-38.3401277700","144.7367958000","Melbourne Rd/Ocean Beach Rd                                           ","Sorrento                                          ","B   "
